id,name,title,cost,inkwell,attack,defence,color,type,action,flavour,separator,stars,illustrator,card_set_id,language,number,pack,rarity,image,blurhash,franchise_id,final,spoiler,created_at,updated_at,traits,prices,franchise,languages
179,Mad Hatter,Gracious Host,5,1,2,4,3,glimmer,"<mark>TEA PARTY</mark> Whenever this character is challenged, you may draw a card.","Mad Hatter: “Would you like a little more tea?” Alice: “I haven't had any yet, so I can't very well take more.”",pen,3,Rosa La Barbera,2,EN,86,204,uncommon,https://images.lorcania.com/cards/tfc/86_en_mad_hatter-716.webp,,16,1,0,2023-07-25T10:13:00.000000Z,2023-07-25T10:13:00.000000Z,['Storyborn'],0.45,"{'id': 16, 'name': 'Alice in Wonderland', 'slug': 'alice-in-wonderland', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FAlice_in_Wonderland.png'}","{'EN': {'card_id': 179, 'language': 'EN', 'name': 'Mad Hatter', 'title': 'Gracious Host', 'action': '<mark>TEA PARTY</mark> Whenever this character is challenged, you may draw a card.', 'flavour': ""Mad Hatter: “Would you like a little more tea?” \nAlice: “I haven't had any yet, so I can't very well take more.”"", 'image': 'https://images.lorcania.com/cards/tfc/86_en_mad_hatter-716.webp'}, 'DE': {'card_id': 179, 'language': 'DE', 'name': 'Der verrückte Hutmacher', 'title': 'Generöser Gastgeber', 'action': '<mark>TEE-PARTY</mark> Jedes Mal, wenn dieser Charakter heruagefordert wird, darfst du 1 Karte ziehen.', 'flavour': 'Der verrückte Hutmacher: „Magst du noch ein bisschen Tee?“\nAlice: „Ich hab ja noch gar nichts getrunken und ich hab so schrecklichen Durst.“', 'image': 'https://images.lorcania.com/cards/tfc/86_de_mad_hatter-716.webp'}, 'FR': {'card_id': 179, 'language': 'FR', 'name': 'Le Chapelier Fou', 'title': 'Hôte courtois', 'action': '<mark>HEURE DU THÉ</mark> Chaque fois que ce personnage est défié, vous pouvez piocher une carte.', 'flavour': 'Le Chapelier Fou : ""Est-ce que vous désirez un peu plus de thé ? ""\nAlice : ""Je n\'ai pas encore bu une goutte. Comment voulez-vous que j\'en veuille un peu plus ?""', 'image': 'https://images.lorcania.com/cards/tfc/86_fr_mad_hatter-716.webp'}}"
180,Steal from the Rich,,5,0,,,3,action,"Whenever one of your characters quests this turn, each opponent loses 1 lore.","“Wonder how much ol' Prince John spent on all those fancy locks.” −Little John",pen,0,Hedvig Häggman-Sund,2,EN,97,204,rare,https://images.lorcania.com/cards/tfc/97_en_steam_from_the_rich-716.webp,,6,1,0,2023-07-25T10:22:46.000000Z,2023-07-25T10:22:46.000000Z,['Action'],0.52,"{'id': 6, 'name': 'Robin Hood', 'slug': 'robin-hood', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FRobin_Hood.png'}","{'EN': {'card_id': 180, 'language': 'EN', 'name': 'Steal from the Rich', 'title': None, 'action': 'Whenever one of your characters quests this turn, each opponent loses 1 lore.', 'flavour': ""“Wonder how much ol' Prince John spent on all those fancy locks.” \n−Little John"", 'image': 'https://images.lorcania.com/cards/tfc/97_en_steam_from_the_rich-716.webp'}, 'DE': {'card_id': 180, 'language': 'DE', 'name': 'Nimm von den Reichen', 'title': None, 'action': 'Jedes Mal, wenn einer deiner Charaktere in diesem Zug erkundet, verlieren alle gegnerischen Mitspielenden je 1 Legende.', 'flavour': '„Ich frage mich, wie viel der alte Prinz John für all diese teuren Schlösser ausgegeben hat.“ - Little John', 'image': 'https://images.lorcania.com/cards/tfc/97_de_steal_from_the_rich-716.webp'}, 'FR': {'card_id': 180, 'language': 'FR', 'name': 'Voler aux Riches', 'title': None, 'action': ""Chaque fois que l'un de vos personnages est envoyé à l'aventure durant ce tour, chaque adversaire perd 1 éclat de Lore."", 'flavour': '""Je me demande combien le Prince Jean a dépensé pour ces cadenas de luxe."" - Petit Jean', 'image': 'https://images.lorcania.com/cards/tfc/97_fr_steal_from_the_rich-716.webp'}}"
181,Captain,Colonel's Lieutenant,5,1,6,5,1,glimmer,,“Barking signal. It's an alert. Report to the Colonel at once!”,book,1,Brian Weisz,2,EN,106,204,uncommon,https://images.lorcania.com/cards/tfc/106_en_captain-716.webp,,4,1,0,2023-07-25T10:28:11.000000Z,2023-07-25T10:28:11.000000Z,"['Ally', 'Captain', 'Storyborn']",0.25,"{'id': 4, 'name': '101 Dalmatians', 'slug': '101-dalmatians', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2F101_Dalmatiner.png'}","{'EN': {'card_id': 181, 'language': 'EN', 'name': 'Captain', 'title': ""Colonel's Lieutenant"", 'action': None, 'flavour': ""“Barking signal. It's an alert. Report to the Colonel at once!”"", 'image': 'https://images.lorcania.com/cards/tfc/106_en_captain-716.webp'}, 'DE': {'card_id': 181, 'language': 'DE', 'name': 'Kapitän', 'title': 'Colonels Leutnant', 'action': None, 'flavour': '“Bellofonanruf! Es ist Alarm. Melden Sie sich sofort beim Colonel!“', 'image': 'https://images.lorcania.com/cards/tfc/106_de_captain-716.webp'}, 'FR': {'card_id': 181, 'language': 'FR', 'name': 'Capitaine', 'title': 'Lieutenant du Colonel', 'action': None, 'flavour': '""Je reconnais le signal. C\'est une alerte. Avertissez le Colonel tout de suite !""', 'image': 'https://images.lorcania.com/cards/tfc/106_fr_captain-716.webp'}}"
182,Stitch,Abomination,6,1,4,6,1,glimmer,,"“His destructive programming is taking effect. He will be irresistibly drawn to large cities, where he will back up sewers, reverse street signs, and steal everyone's left shoe.” −Jumba Jookiba",book,3,Bill Robinson,2,EN,125,204,rare,https://images.lorcania.com/cards/tfc/125_en_stitch-716.webp,,2,1,0,2023-07-25T10:32:56.000000Z,2023-07-25T10:32:56.000000Z,"['Alien', 'Hero', 'Storyborn']",1.12,"{'id': 2, 'name': 'Lilo and Stitch', 'slug': 'lilo-and-stitch', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FLilo_and_Stitch.png'}","{'EN': {'card_id': 182, 'language': 'EN', 'name': 'Stitch', 'title': 'Abomination', 'action': None, 'flavour': ""“His destructive programming is taking effect. He will be irresistibly drawn to large cities, where he will back up sewers, reverse street signs, and steal everyone's left shoe.” \n−Jumba Jookiba"", 'image': 'https://images.lorcania.com/cards/tfc/125_en_stitch-716.webp'}, 'DE': {'card_id': 182, 'language': 'DE', 'name': 'Stitch', 'title': 'Scheusal', 'action': None, 'flavour': '„Sein Zerstörungsprogramm zeigt Wirkung. Ab sofort ist er fixiert auf Großstädte, wo er verstopft Kanalisation, verdreht Straßenschilder und allen Leuten stiehlt linken Schuh.“ - Jamba Jookiba', 'image': 'https://images.lorcania.com/cards/tfc/125_de_stitch-716.webp'}, 'FR': {'card_id': 182, 'language': 'FR', 'name': 'Stitch', 'title': 'Abomination', 'action': None, 'flavour': '""Vous allez voir l\'expérience 626 passer à l\'action. Il sera attiré vers les grandes villes ù il bouchera les égouts, inversera les panneaux de signalisation et volera toutes les chaussures gauches.""\n- Jumba Jookiba', 'image': 'https://images.lorcania.com/cards/tfc/125_fr_stitch-716.webp'}}"
183,Shield of Virtue,,1,1,,,1,item,"<mark>FIREPROOF</mark> ↷, 3 ⬡ − Ready chosen character. They can't quest for the rest of this turn.","“Arm thyself with this enchanted Shield of Virtue and this mighty Sword of Truth, for these weapons of righteousness will triumph over evil.” −Flora",book,0,Eri Welli,2,EN,135,204,uncommon,https://images.lorcania.com/cards/tfc/135_en_shield_of_virtue-716.webp,,5,1,0,2023-07-25T10:38:17.000000Z,2023-07-25T10:38:17.000000Z,['Item'],0.25,"{'id': 5, 'name': 'Sleeping Beauty', 'slug': 'sleeping-beauty', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FSleeping_Beauty.png'}","{'EN': {'card_id': 183, 'language': 'EN', 'name': 'Shield of Virtue', 'title': None, 'action': ""<mark>FIREPROOF</mark> ↷, 3 ⬡ − Ready chosen character. They can't quest for the rest of this turn."", 'flavour': '“Arm thyself with this enchanted Shield of Virtue and this mighty Sword of Truth, for these weapons of righteousness will triumph over evil.” \n−Flora', 'image': 'https://images.lorcania.com/cards/tfc/135_en_shield_of_virtue-716.webp'}, 'DE': {'card_id': 183, 'language': 'DE', 'name': 'Schild der Tugend', 'title': None, 'action': '<mark>FEUERFEST</mark> ↷, 3 ⬡ − Mache einen Charakter deiner Wahl bereit. Er kann in diesem Zug nicht mehr erkunden.', 'flavour': '„Wappnet euch mit diesem Schild der Tugend und das erzne Schwert der Wahrheit gibt euch Kraft.“ - Flora', 'image': 'https://images.lorcania.com/cards/tfc/135_de_shield_of_virtue-716.webp'}, 'FR': {'card_id': 183, 'language': 'FR', 'name': 'Bouclier de Vertu', 'title': None, 'action': ""<mark>A L'ÉPREUVE DU FEU</mark> ↷, 3 ⬡ − Choisissez un personnage et redressez-le. Il ne peut pas être envoyé à l'aventure pour le reste de ce tour."", 'flavour': '""Aussi, Prince, prenez sans hésiter ce bouclier et cette épée de vérité. Seules ces armes magiques peuvent triompher de Maléfique.""', 'image': 'https://images.lorcania.com/cards/tfc/135_fr_shield_of_virtue-716.webp'}}"
184,Gramma Tala,Storyteller,2,1,1,1,2,glimmer,"<mark>I WILL BE WITH YOU</mark> When this character is banished, you may put this card into your inkwell facedown and exerted.","Moana: “Is there something you want to tell me?”Gramma Tala: “Is there something you want to hear?”",book,1,Filipe Laurentino,2,EN,146,204,uncommon,https://images.lorcania.com/cards/tfc/146_en_gramma_tala-716.webp,,11,1,0,2023-07-25T10:42:36.000000Z,2023-07-25T10:42:36.000000Z,"['Mentor', 'Storyborn']",0.74,"{'id': 11, 'name': 'Moana', 'slug': 'moana', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FMoana.png'}","{'EN': {'card_id': 184, 'language': 'EN', 'name': 'Gramma Tala', 'title': 'Storyteller', 'action': '<mark>I WILL BE WITH YOU</mark> When this character is banished, you may put this card into your inkwell facedown and exerted.', 'flavour': 'Moana: “Is there something you want to tell me?”\nGramma Tala: “Is there something you want to hear?”', 'image': 'https://images.lorcania.com/cards/tfc/146_en_gramma_tala-716.webp'}, 'DE': {'card_id': 184, 'language': 'DE', 'name': 'Gramma Tala', 'title': 'Geschichtenerzählerin', 'action': '<mark>ICH WERDE DICH BEGLEITEN</mark> Wenn dieser Charakter verbannt wird, darfst du ihn verdeckt und erschöpft in den Tintenvorrat legen.', 'flavour': 'Vaiana: „Gibt es irgendetwas, das du mir sagen willst?“\nGramma Tala: „Gibt es irgendwas, was du hören willst?“', 'image': 'https://images.lorcania.com/cards/tfc/146_de_gramma_tala-716.webp'}, 'FR': {'card_id': 184, 'language': 'FR', 'name': 'Grand-Mère Tala', 'title': 'Conteuse', 'action': ""<mark>TOUJOURS PRES DE TOI</mark> Lorsque ce personnage est banni, vous pouvez la placer dans votre réserve d'encre, face cachée et épuisée."", 'flavour': 'Vaiana : ""Ya-t-il quelque chose que tu veux me dire?""\nGrand-mère Tala : ""Ya-t-il une chose que tu aimerais entendre?""', 'image': 'https://images.lorcania.com/cards/tfc/146_fr_gramma_tala-716.webp'}}"
185,Mufasa,King of the Pride Lands,6,1,4,6,2,glimmer,,"“A king must care for all of the creatures in his kingdom, no matter their size.”",pen,3,Luis Huerta,2,EN,155,204,common,https://images.lorcania.com/cards/tfc/155_en_mufasa-716.webp,,12,1,0,2023-07-25T10:54:43.000000Z,2023-07-25T10:54:43.000000Z,"['King', 'Mentor', 'Storyborn']",0.25,"{'id': 12, 'name': 'The Lion King', 'slug': 'the-lion-king', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FLion_King.png'}","{'EN': {'card_id': 185, 'language': 'EN', 'name': 'Mufasa', 'title': 'King of the Pride Lands', 'action': None, 'flavour': '“A king must care for all of the creatures in his kingdom, no matter their size.”', 'image': 'https://images.lorcania.com/cards/tfc/155_en_mufasa-716.webp'}, 'DE': {'card_id': 185, 'language': 'DE', 'name': 'Mufasa', 'title': 'Käönig des Geweihten Landes', 'action': None, 'flavour': '„Ein König muss ist um alle Lebewesen in seinem Königreich kümmern, unabhängig von ihrer Größe.“', 'image': 'https://images.lorcania.com/cards/tfc/155_de_mufasa-716.webp'}, 'FR': {'card_id': 185, 'language': 'FR', 'name': 'Mufasa', 'title': 'Roi de la Terre des Lions', 'action': None, 'flavour': '""Un roi se doit de prendre soin de toutes les créatures de son royaume, quelle que soit leur taille.""', 'image': 'https://images.lorcania.com/cards/tfc/155_fr_mufasa-716.webp'}}"
186,Magic Golden Flower,,1,1,,,2,item,<mark>HEALING POLLEN</mark> Banish this item - Remove up to 3 damage from chosen character.,"“Once upon a time, a single drop of sunlight fell from the heavens. . . .” −Flynn Rider",book,0,Cory Godbey,2,EN,169,204,common,https://images.lorcania.com/cards/tfc/169_en_magic_golden_flower-716.webp,,13,1,0,2023-07-25T10:59:10.000000Z,2023-07-25T10:59:10.000000Z,['Item'],0.2,"{'id': 13, 'name': 'Tangled', 'slug': 'tangled', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FTangled.png'}","{'EN': {'card_id': 186, 'language': 'EN', 'name': 'Magic Golden Flower', 'title': None, 'action': '<mark>HEALING POLLEN</mark> Banish this item - Remove up to 3 damage from chosen character.', 'flavour': '“Once upon a time, a single drop of sunlight fell from the heavens. . . .” \n−Flynn Rider', 'image': 'https://images.lorcania.com/cards/tfc/169_en_magic_golden_flower-716.webp'}, 'DE': {'card_id': 186, 'language': 'DE', 'name': 'Magische goldene Blume', 'title': None, 'action': '<mark>HEILENDER BLÜTENSTAUB</mark> Verbanne diesen Gegenstand - entferne 3 Schaden von einem Charakter deiner Wahl', 'flavour': '„Es war einmal einer kleiner Tropfen Sonnenlicht, der vom Himmel herabfiel ...“ - Flynn Rider', 'image': 'https://images.lorcania.com/cards/tfc/169_de_magic_golden_flower-716.webp'}, 'FR': {'card_id': 186, 'language': 'FR', 'name': ""Fleur aux Pétales d'Or"", 'title': None, 'action': ""<mark>POLLEN GUÉRISSEUR</mark>Banissez cet objet - Choisissez un personnage et retirez-lui jusqu'à 3 jetons Dommage."", 'flavour': '""il était une fois, une larme de soleil tombée des cieux..."" \n- Flynn Rider', 'image': 'https://images.lorcania.com/cards/tfc/169_fr_magic_golden_flower-716.webp'}}"
187,Simba,Rightful Heir,5,0,3,5,6,glimmer,"<mark>I KNOW WHAT I HAVE TO DO</mark> During your turn, whenever this character banishes another character in a challenge, you gain 1 lore.",“I can't hide anymore. It's time to accept my destiny.”,pen,2,Cookie,2,EN,190,204,uncommon,https://images.lorcania.com/cards/tfc/190_en_simba-716.webp,,12,1,0,2023-07-25T11:04:02.000000Z,2023-07-25T11:04:02.000000Z,"['Hero', 'Prince', 'Storyborn']",0.25,"{'id': 12, 'name': 'The Lion King', 'slug': 'the-lion-king', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FLion_King.png'}","{'EN': {'card_id': 187, 'language': 'EN', 'name': 'Simba', 'title': 'Rightful Heir', 'action': '<mark>I KNOW WHAT I HAVE TO DO</mark> During your turn, whenever this character banishes another character in a challenge, you gain 1 lore.', 'flavour': ""“I can't hide anymore. It's time to accept my destiny.”"", 'image': 'https://images.lorcania.com/cards/tfc/190_en_simba-716.webp'}, 'DE': {'card_id': 187, 'language': 'DE', 'name': 'Simba', 'title': 'Rechtmäßiger Thronfolger', 'action': '<mark>ICH WEIß, WAS MEINE PFLICHT IST</mark> Jedes Mal, wenn dieser Charakter in deinem Zug durch eine Herausforderung einen anderen Charakter verbannt, sammelst du 1 Legende.', 'flavour': '„Ich kann mich nicht mehr verstecken. Es ist Zeit, meine Bestimmung zu akzeptieren“', 'image': 'https://images.lorcania.com/cards/tfc/190_de_simba-716.webp'}, 'FR': {'card_id': 187, 'language': 'FR', 'name': 'Simba', 'title': 'Héritier légitime', 'action': '<mark>JE SAIS CE QUE JE DOIS FAIRE</mark>Lorsque ce personnage en bannit un autre via un défi durant votre tour, vous gagnez 1 éclat de Lore.', 'flavour': '""Je ne peux me cacher indéfiniment. Il est temps d\'accepter mon destin.""', 'image': 'https://images.lorcania.com/cards/tfc/190_fr_simba-716.webp'}}"
188,Ransack,,2,1,,,6,action,"Draw 2 cards, then choose and discard 2 cards.",Who has time to read labels?,pen,0,Amber Kommavongsa,2,EN,199,204,uncommon,https://images.lorcania.com/cards/tfc/199_en_ransack-716.webp,,20,1,0,2023-07-25T11:07:21.000000Z,2023-07-25T11:07:21.000000Z,['Action'],0.25,"{'id': 20, 'name': ""The Emperor's New Groove"", 'slug': 'the-emperors-new-groove', 'brand': None, 'image': 'https://images.lorcania.com/site/franchises/Emperors_New_Groove.png'}","{'EN': {'card_id': 188, 'language': 'EN', 'name': 'Ransack', 'title': None, 'action': 'Draw 2 cards, then choose and discard 2 cards.', 'flavour': 'Who has time to read labels?', 'image': 'https://images.lorcania.com/cards/tfc/199_en_ransack-716.webp'}, 'DE': {'card_id': 188, 'language': 'DE', 'name': 'Durchwühlen', 'title': None, 'action': 'Ziehe 2 Karten. Wähle danach 2 Karten aus deiner Hand und wirf sie ab.', 'flavour': 'Wer hat Zeit, Etiketten zu lesen?', 'image': 'https://images.lorcania.com/cards/tfc/199_de_ransack-716.webp'}, 'FR': {'card_id': 188, 'language': 'FR', 'name': 'Sens Dessus Dessous', 'title': None, 'action': 'Piochez 2 cartes puis défaussez 2 cartes.', 'flavour': 'Qui prend le temps de lire les étiuquettes ?', 'image': 'https://images.lorcania.com/cards/tfc/199_fr_ransack-716.webp'}}"
189,Mr. Smee,Loyal First Mate,3,1,2,5,4,glimmer,,"""Mr. Smee ist a kind, gentle soul who lives to bring comfort and aid to a twisted old villain. Now, what good is kindness like that?"" - Peter Pan",pen,1,Kamil Murzyn / Eri Welli,2,EN,15,204,common,https://images.lorcania.com/cards/tfc/15_en_mr_smee-716.webp,,7,1,0,2023-07-25T11:13:47.000000Z,2023-07-25T11:13:47.000000Z,"['Ally', 'Pirate', 'Dreamborn']",0.25,"{'id': 7, 'name': 'Peter Pan', 'slug': 'peter-pan', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FPeter_Pan.png'}","{'EN': {'card_id': 189, 'language': 'EN', 'name': 'Mr. Smee', 'title': 'Loyal First Mate', 'action': None, 'flavour': '""Mr. Smee ist a kind, gentle soul who lives to bring comfort and aid to a twisted old villain. Now, what good is kindness like that?"" - Peter Pan', 'image': 'https://images.lorcania.com/cards/tfc/15_en_mr_smee-716.webp'}, 'DE': {'card_id': 189, 'language': 'DE', 'name': 'Herr Smee', 'title': 'Loyaler Erster Maat', 'action': None, 'flavour': ""„Smee ist eine freundliche, sanfte Seele, die lebt, um einem alten Schurken Trost und Hilfe zu spenden. Nun, wofür ist solch' Freundlichkeit gut?“ - Peter Pan"", 'image': 'https://images.lorcania.com/cards/tfc/15_de_mr_smee-716.webp'}, 'FR': {'card_id': 189, 'language': 'FR', 'name': 'Monsieur Mouche', 'title': 'Fidèle second', 'action': None, 'flavour': '""Monsieur Mouche est une personne gentille et douce dont la vie consiste à réconforter et à aider un vieux méchant malhonnête... euh du coup peut-on encore parler de gentillesse ?"" - Peter Pan', 'image': 'https://images.lorcania.com/cards/tfc/15_fr_mr_smee-716.webp'}}"
190,Pumbaa,Friendly Warthog,4,1,3,5,4,glimmer,,“You gotta put your behind in your past.”,book,1,Jenna Gray,2,EN,17,204,common,https://images.lorcania.com/cards/tfc/17_en_pumbaa-716.webp,,12,1,0,2023-07-25T11:17:02.000000Z,2023-07-25T11:17:02.000000Z,"['Ally', 'Storyborn']",0.25,"{'id': 12, 'name': 'The Lion King', 'slug': 'the-lion-king', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FLion_King.png'}","{'EN': {'card_id': 190, 'language': 'EN', 'name': 'Pumbaa', 'title': 'Friendly Warthog', 'action': None, 'flavour': '“You gotta put your behind in your past.”', 'image': 'https://images.lorcania.com/cards/tfc/17_en_pumbaa-716.webp'}, 'DE': {'card_id': 190, 'language': 'DE', 'name': 'Pumbaa', 'title': 'Freundliches Warzenschwein', 'action': None, 'flavour': '„Man muss seinen Hintern in die Vergangenheit bringen.“', 'image': 'https://images.lorcania.com/cards/tfc/17_de_pumbaa-716.webp'}, 'FR': {'card_id': 190, 'language': 'FR', 'name': 'Pumbaa', 'title': 'Poète qui sommeille', 'action': None, 'flavour': '""On ne revient jamais en avant.""', 'image': 'https://images.lorcania.com/cards/tfc/17_fr_pumbaa-716.webp'}}"
191,You Have Forgotten Me,,4,1,,,4,action,Each opponent chooses and discards 2 cards.,"“You are more than what you have become.” −Mufasa",book,0,Alice Pisoni,2,EN,31,204,uncommon,https://images.lorcania.com/cards/tfc/31_en_you_have_forgotten_me-716.webp,,12,1,0,2023-07-25T11:26:21.000000Z,2023-07-25T11:26:21.000000Z,['Action'],0.58,"{'id': 12, 'name': 'The Lion King', 'slug': 'the-lion-king', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FLion_King.png'}","{'EN': {'card_id': 191, 'language': 'EN', 'name': 'You Have Forgotten Me', 'title': None, 'action': 'Each opponent chooses and discards 2 cards.', 'flavour': '“You are more than what you have become.” \n−Mufasa', 'image': 'https://images.lorcania.com/cards/tfc/31_en_you_have_forgotten_me-716.webp'}, 'DE': {'card_id': 191, 'language': 'DE', 'name': 'Du hast mich vergessen', 'title': None, 'action': 'Alle gegnerischen Mitspielenden wählen je 2 Karten aus ihrer Hand und werfen sie ab.', 'flavour': '„Du bist zu etwas anderem bestimmt.“- Mufasa', 'image': 'https://images.lorcania.com/cards/tfc/31_de_you_have_forgotten_me-716.webp'}, 'FR': {'card_id': 191, 'language': 'FR', 'name': ""Tu m'as oublié"", 'title': None, 'action': 'Chaque adversaire choisit 2 cartes de leur main et les défausse.', 'flavour': '""Tu vaux mieux que ce que tu es devenu""', 'image': 'https://images.lorcania.com/cards/tfc/31_fr_you_have_forgotten_me-716.webp'}}"
192,Dr. Facilier,Remarkable Gentleman,3,1,2,4,5,glimmer,"<mark>DREAMS MADE REAL</mark> Whenever you play a song, you may look at the top 2 cards of your deck. Put one on the top of your deck and the other on the bottom.",,,1,Cam Kendell,2,EN,39,204,rare,https://images.lorcania.com/cards/tfc/39_en_dr_facilier-716.webp,,22,1,0,2023-07-25T11:44:55.000000Z,2023-07-25T11:44:55.000000Z,"['Storyborn', 'Sorcerer', 'Villain']",1.99,"{'id': 22, 'name': 'The Princess and the Frog', 'slug': 'the-princess-and-the-frog', 'brand': None, 'image': 'https://images.lorcania.com/site/franchises/The_Princess_and_the_Frog.png'}","{'EN': {'card_id': 192, 'language': 'EN', 'name': 'Dr. Facilier', 'title': 'Remarkable Gentleman', 'action': '<mark>DREAMS MADE REAL</mark> Whenever you play a song, you may look at the top 2 cards of your deck. Put one on the top of your deck and the other on the bottom.', 'flavour': None, 'image': 'https://images.lorcania.com/cards/tfc/39_en_dr_facilier-716.webp'}, 'DE': {'card_id': 192, 'language': 'DE', 'name': 'Dr. Facilier', 'title': 'Bemerkenswerter Gentleman', 'action': '<mark>TRÄUME WERDEN WAHR</mark> Jedes Mal, wenn du ein Lied ausspielst, darfst du dir die obersten 2 Karten deines Decks anschauen. Lege 1 davon auf dein Deck und die andere unter dein Deck.', 'flavour': None, 'image': 'https://images.lorcania.com/cards/tfc/39_de_dr_facilier-716.webp'}, 'FR': {'card_id': 192, 'language': 'FR', 'name': 'Dr. Facilier', 'title': 'Etrange gentleman', 'action': ""<mark>REVES REALISES</mark> Lorsque vous jouez une chanson, vous pouvez regarder les 2 premières cartes de votre pioche. Remettez-en une sur le dessus de votre pioche. Remettez-en une sur le dessus de votre pioche et l'autre en dessous."", 'flavour': None, 'image': 'https://images.lorcania.com/cards/tfc/39_fr_dr_facilier-716.webp'}}"
193,The Queen,Wicked and Vain,5,1,4,5,5,glimmer,<mark>I SUMMON THEE</mark> ↷ − Draw a card.,Sublime beauty matched with peerless cunning. Is there any question who is fairest?,pen,1,Matthew Robert Davies,2,EN,56,204,super_rare,https://images.lorcania.com/cards/tfc/56_en_the_queen-716.webp,,15,1,0,2023-07-25T11:49:03.000000Z,2023-07-25T11:49:03.000000Z,"['Queen', 'Storyborn', 'Villain']",9.75,"{'id': 15, 'name': 'Snow White and the Seven Dwarfs', 'slug': 'snow-white-and-the-seven-dwarfs', 'brand': None, 'image': 'https://images.lorcania.com/site%2Ffranchises%2FSnow_White.png'}","{'EN': {'card_id': 193, 'language': 'EN', 'name': 'The Queen', 'title': 'Wicked and Vain', 'action': '<mark>I SUMMON THEE</mark> ↷ − Draw a card.', 'flavour': 'Sublime beauty matched with peerless cunning. Is there any question who is fairest?', 'image': 'https://images.lorcania.com/cards/tfc/56_en_the_queen-716.webp'}, 'DE': {'card_id': 193, 'language': 'DE', 'name': 'Die Königin', 'title': 'Boshaft und eitel', 'action': '<mark>HÖRE MICH!</mark> ↷ − Ziehe 1 Karte.', 'flavour': 'Erhabene Schönheit gepaart mit unvergleichlicher Gerissenheit. Besteht noch Zweifel, wer die Schönste ist?', 'image': 'https://images.lorcania.com/cards/tfc/56_de_the_queen-716.webp'}, 'FR': {'card_id': 193, 'language': 'FR', 'name': 'La Reine', 'title': 'Vaniteuse et malfaisante', 'action': ""<mark>JE TE L'ORDONNE</mark> ↷ − Piochez une carte."", 'flavour': 'Une beauté sublime associée à une perfidie sans pareil. Faut-il vraiment demander qui est la plus belle?', 'image': 'https://images.lorcania.com/cards/tfc/56_fr_the_queen-716.webp'}}"
194,Ursula,Power Hungry,7,0,2,8,5,glimmer,"<mark>IT'S TOO EASY!</mark> When you play this character, each opponent loses 1 lore. You may draw a card for each 1 lore lost this way.","The first Rule of Villainy: If you're going to be evil, you've got to have <b>style</b>.",pen,3,Simangaliso Sibaya,2,EN,59,204,legendary,https://images.lorcania.com/cards/tfc/59_en_ursula-716.webp,,21,1,0,2023-07-25T13:27:16.000000Z,2023-07-25T13:27:16.000000Z,"['Storyborn', 'Villain', 'Sorcerer']",13.99,"{'id': 21, 'name': 'The Little Mermaid', 'slug': 'the-little-mermaid', 'brand': None, 'image': 'https://images.lorcania.com/site/franchises/The_Little_Mermaid.png'}","{'EN': {'card_id': 194, 'language': 'EN', 'name': 'Ursula', 'title': 'Power Hungry', 'action': ""<mark>IT'S TOO EASY!</mark> When you play this character, each opponent loses 1 lore. You may draw a card for each 1 lore lost this way."", 'flavour': ""The first Rule of Villainy: If you're going to be evil, you've got to have <b>style</b>."", 'image': 'https://images.lorcania.com/cards/tfc/59_en_ursula-716.webp'}, 'DE': {'card_id': 194, 'language': 'DE', 'name': 'Ursula', 'title': 'Machtgierig', 'action': '<mark>DAS IST ZU EINFACH!</mark> Wenn du diesen Charakter ausspielst, verlieren alle gegnerischen Mitspielenden je 1 Legende. Du darfst für jede auf diese Weise verlorene Legende 1 Karte ziehen.', 'flavour': 'Die erste Regel des Schurken-Daseins: Wenn du böse sein willst, musst du Stil haben.', 'image': 'https://images.lorcania.com/cards/tfc/59_de_ursula-716.webp'}, 'FR': {'card_id': 194, 'language': 'FR', 'name': 'Ursula', 'title': 'Assoifée de pouvoir', 'action': ""<mark>C'EST TROP BEAU!</mark> Lorsque vous jouez ce personnage, chaque adversaire perd 1 éclat de Lore. Vous pouvez piocher une carte par éclat de Lore perdu de cette façon."", 'flavour': 'Première règle de la méchanceté : ""Si tu dois devenir diabolique, fais-le avec style.""', 'image': 'https://images.lorcania.com/cards/tfc/59_fr_ursula-716.webp'}}"
